ID,NOMBRE,DESCRIPCION,HORARIO,TELEFONO,TIPO,SUB_TIPO,LATITUD,LONGITUD,DIRECCION
6222,ATM: 511 Alto San Pedro,Cajero Automático,Horario.SI,800103999,Tipo.ATM,SubTipo.ATM_ESPECIAL,-17.811514888947467,-63.18939544417662,"Av. Roque Aguilera, diagonal al mercado Alto San Pedro, Capilla San Pedro Apóstol"
6236,ATM: 518 Saguapac,Cajero Automático,Horario.NO,800103999,Tipo.ATM,SubTipo.ATM_ESTANDAR,-17.801955153083718,-63.185881511243146,"Av. Río Grande Nº 2323, Instalaciones de SAGUAPAC."
5959,ATM: 713 Saavedra,Cajero Automático,Horario.SI,800103999,Tipo.ATM,SubTipo.ATM_ESTANDAR,-16.506148710841302,-68.12013848863172,"Av. Saavedra y Claudio Sanjinez, frente a la Parroquia Virgen de Remedios."
29,ATM: 253 Hamburguesas TOBY,Cajero Automático,Horario.SI,800-103999,Tipo.ATM,SubTipo.ATM_ESTANDAR,-17.799106127969885,-63.169082915375824,"Av. San Aurelio, Esq. Av. El Trompillo, 2do. Anillo"
9503,Kiosko de Autoservicio Ag. Equipetrol,Kiosco de Autoservicio,Horario.NO,3 173000,Tipo.ATM,SubTipo.KIOSCO,-17.76727554858122,-63.193864082225055,Av. San Martin Calle 5 Oeste
4405,Kiosco Smart Sala de Autoservicios San Martin,Maquina dispensadora de Tarjeta de Débito,Horario.SI,800103999,Tipo.ATM,SubTipo.KIOSCO,-17.760359432985254,-63.198842393906375,"Av. San Martin, esquina Calle Los Lirios, Zona Sirari."
4598,ATM: 451 San Martin I,Cajero Automático,Horario.SI,800103999,Tipo.ATM,SubTipo.ATM_ESPECIAL,-17.76039008550316,-63.198858487160464,"Av. San Martin, esquina Calle Los Lirios, Zona Sirari."
4599,ATM: 452 San Martin II,Cajero Automático,Horario.SI,800103999,Tipo.ATM,SubTipo.ATM_ESPECIAL,-17.76039774863182,-63.198837029488345,"Av. San Martin, esquina Calle Los Lirios, Zona Sirari."
4600,ATM: 450 Auto San Martin III,Cajero Automático,Horario.SI,800103999,Tipo.ATM,SubTipo.ATM_L,-17.760565060192288,-63.19884507611539,"Av. San Martin, esquina Calle Los Lirios, Zona Sirari."
5910,ATM: 335 Santa Cruz,Cajero Automático,Horario.SI,800103999,Tipo.ATM,SubTipo.ATM_ESTANDAR,-17.375176708529658,-66.15682260241833,"Av. Santa Cruz N° 1390, esquina Av. Portales."
5578,ATM: 473 Cotoca,Cajero Automático,Horario.SI,800103999,Tipo.ATM,SubTipo.ATM_ESPECIAL,-17.754943851503054,-62.99654713253113,"Av. Santa Cruz N° 61 entre Defensores del Acre y Av. Bolivar, frente a la Catedral del Municipio de Cotoca."
6207,ATM: 516 Agencia Minero I,Cajero Automático,Horario.SI,800103999,Tipo.ATM,SubTipo.ATM_ESTANDAR,-17.123761581050587,-63.2310861113922,Av. Santa Cruz entre Calles Avaroa y Murillo.
6209,ATM: 517 Agencia Minero II,Cajero Automático,Horario.SI,800103999,Tipo.ATM,SubTipo.ATM_ESTANDAR,-17.123761581050587,-63.23106465372008,Av. Santa Cruz entre Calles Avaroa y Murillo.
32,ATM: 146 Hipermaxi Sur Santos D.,Cajero Automático,Horario.SI,800-103999,Tipo.ATM,SubTipo.ATM_ESTANDAR,-17.8133777778,-63.1842416667,"Av. Santos Doumont, 3er Anillo."
65,ATM: 258 Av. Santos Dumont,Santa Cruz,Horario.SI,800-103999,Tipo.ATM,SubTipo.ATM_ESPECIAL,-17.8159916667,-63.1829944444,"Av. Santos Dumont N? 1200 Esq. Calle Augusto Zambrano, entre 3er y 4to Anillo."
8806,ATM: 258 Ag. Santos Dumont I,Cajero Automático,Horario.SI,800103999,Tipo.ATM,SubTipo.ATM_ESTANDAR,-17.7671843,-63.15656749999999,"Av. Santos Dumont N° 1200 Esq. Calle Augusto Zambrano, entre 3er y 4to Anillo."
9491,Kiosko de Autoservicio Ag. Santos Dumont,Kiosko de Autoservicio,Horario.NO,3173000,Tipo.ATM,SubTipo.KIOSCO,-17.816012188525654,-63.1828274749521,"Av. Santos Dumont N° 1200 esq. Calle Augusto Zambrano, entre 3er y 4to Anillo"
9497,Kiosko de Autoservicio Ag. Santos Dumont II,Kiosko de Autoservicio,Horario.NO,3173000,Tipo.ATM,SubTipo.KIOSCO,-17.816012188525654,-63.1828274749521,"Av. Santos Dumont N° 1200 esq. Calle Augusto Zambrano, entre 3er y 4to Anillo"
6,AGENCIA SANTOS DUMONT,Santa Cruz,Horario.NO,(591-3) 317-3000,Tipo.AGENCIA,SubTipo.AGENCIA_B,-17.816002885727258,-63.18303532953247,"Av. Santos Dumont N°1200 esq. Calle Augusto Zambrano, entre 3er y 4to Anillo."
8866,ATM: 146 Hipermaxi Sur Santos Dumont,Cajero Automático,Horario.SI,800103999,Tipo.ATM,SubTipo.ATM_ESTANDAR,-17.8132896,-63.1842424,"Av. Santos Dumont, entre Av. Roque Aguilera y Av. Mario R. Gutierrez, 3er Anillo, Supermercado Hipermaxi"
8861,ATM: 146 Hipermaxi Sur Santos Dumont,Cajero Automático,Horario.SI,800103999,Tipo.ATM,SubTipo.ATM_ESTANDAR,-17.8132896,-63.1842424,"Av. Santos Dumont, entre Av. Roque Aguilera y Av. Mario R. Gutierrez, 3er Anillo, Supermercado Hipermaxi"
8630,ATM: 569 Santos Dumont 5to Anillo,Cajero Automático,Horario.SI,800103999,Tipo.ATM,SubTipo.ATM_ESTANDAR,-17.8325575,-63.18479910000001,"Av. Santos Dumont, rotonda 5to. Anillo"
7692,ATM: 492 Satelite,Cajero Automático,Horario.SI,80010399,Tipo.ATM,SubTipo.ATM_ESPECIAL,-17.60428249425765,-63.1388268442862,"Av. Satélite Norte N° 101, esquina Calle 30."
5953,ATM: 723 Cruce Viacha,Cajero Automático,Horario.SI,800103999,Tipo.ATM,SubTipo.ATM_ESPECIAL,-16.516707361052912,-68.16509669552683,"Av. Satélite y Av. Franco Valle, El Alto."
6228,ATM: 510 Metal Mec,Cajero Automático,Horario.SI,800103999,Tipo.ATM,SubTipo.ATM_ESTANDAR,-17.734767400678287,-63.15998545912728,"Av. Sexto Anillo N°18, Esq. Av. Beni, Barrio Metal-Mec,"
7219,ATM: 531 Clínica Las Américas,Cajero Automático,Horario.SI,800103999,Tipo.ATM,SubTipo.ATM_ESTANDAR,-17.7351566,-63.1623552,"Av. Sexto Anillo, Esq. Av. Beni."
6060,ATM: 905 Av. Bolivar,Cajero Automático,Horario.SI,800103999,Tipo.ATM,SubTipo.ATM_ESTANDAR,-14.830523744424433,-64.89542957127227,"Av. Simón Bolivar, casi esq. Alberto Reyes Davi, Zona el Carmen."
4457,ATM: 320 Simón López,Cochabamba,Horario.SI,800103999,Tipo.ATM,SubTipo.ATM_ESTANDAR,-17.361178787232948,-66.1820204922222,"Av. Simón López N° 1594, Esq. Av. Sumaj Llajta."
5922,ATM: 341 Suecia,Cajero Automático,Horario.SI,800103999,Tipo.ATM,SubTipo.ATM_ESTANDAR,-17.419270980987616,-66.1471700472908,"Av. Suecia N° 1047, frente al Hospital Harry William."
6214,ATM: 515 Agencia Pando I,Cajero Automático,Horario.SI,800103999,Tipo.ATM,SubTipo.ATM_ESPECIAL,-11.018675401331757,-68.75332040327385,Av. Tcnl. Enrique Fernandez Cornejo N° 096.
9572,Kiosko de Autoservicio Ag. Pando,Kiosko de Autoservicio,Horario.NO,3173000,Tipo.ATM,SubTipo.KIOSCO,-11.0185905841996,-68.7535778491509,Av. Tcnl. Enrique Fernández Cornejo N° 096
133,AGENCIA PANDO,Pando,Horario.NO,(591-3) 8420182,Tipo.AGENCIA,SubTipo.AGENCIA_NORMAL,-11.018679562382543,-68.75330555398465,"Av. Tcnl. Enrique Fernández Cornejo N°096, Cobija."
33,ATM: 141 Hipermaxi 3 Pasos al Frente,Cajero Automático,Horario.SI,800-103999,Tipo.ATM,SubTipo.ATM_ESTANDAR,-17.795254433595403,-63.16105402962128,"Av. Tres Pasos al Frente, Esq. Calle Pedro Marban, 3er Anillo."
4697,ATM: 453 Depositario UNAGRO,Cajero Automático,Horario.SI,800103999,Tipo.ATM,SubTipo.ATM_ESPECIAL,-17.11258461038177,-63.245075274694976,"Av. Unagro Final, S/N., Zona del Ingenio UNAGRO, Carretera Mineros."
8719,ATM: 251 Macro Fidalga,Cajero Automático,Horario.SI,800103999,Tipo.ATM,SubTipo.ATM_ESTANDAR,-17.7769196,-63.1731648,"Av. Uruguay N° 733, 1er. Anillo del Avión Pirata, Zona El Paraiso, Parqueo del Supermercado Macro Fidalga"
4403,Kiosco Smart Ag. Blacutt,Maquina dispensadora de Tarjeta de Débito,Horario.SI,800103999,Tipo.ATM,SubTipo.KIOSCO,-17.794868285561574,-63.18082331374433,Av. Velarde Esq. Andrés Manso Nº 200 (Exterior de nuestra Agencia Blacutt).
9528,Kiosko de Autoservicio Ag. Blacutt II,Kiosco de Autoservicio,Horario.NO,3 173000,Tipo.ATM,SubTipo.KIOSCO,-17.794937200892605,-63.18076128514669,"Av. Velarde esq. Andrés Manso N° 200, Plaza Blacutt"
9514,Kiosko de Autoservicio Ag. Blacutt,Kiosco de Autoservicio,Horario.NO,3 173000,Tipo.ATM,SubTipo.KIOSCO,-17.794905121026282,-63.180681281175644,"Av. Velarde esq. Andrés Manso N° 200, Plaza Blacutt"
7,AGENCIA BLACUTT,Santa Cruz,Horario.NO,(591-3) 317-3000,Tipo.AGENCIA,SubTipo.AGENCIA_B,-17.794951819662653,-63.180782457456864,"Av. Velarde esq. Andrés Manso Nº200, Plaza Blacutt."
5932,ATM: 718 Cotahuma,Cajero Automático,Horario.SI,800103999,Tipo.ATM,SubTipo.ATM_ESPECIAL,-16.515426966478884,-68.14008029720242,Av. Victor Agustín Ugarte esq. Av. Jaime Zudañez.
8576,ATM: 560 Montero Nor Oeste,Cajero Automático,Horario.SI,800103999,Tipo.ATM,SubTipo.ATM_ESTANDAR,-17.3245949,-63.2660731,"Av. Victor Paz Estensoro N° 785, Dist 2, UV 34, Mza 2, Lote 16, Montero"
6124,ATM: 508 Ag. Viedma I,Cajero Automático,Horario.SI,800103999,Tipo.ATM,SubTipo.DISCAPACITADOS,-17.789350779402103,-63.171725779337564,Av. Viedma Esquina Av. Saavedra Nº 780
9520,Kiosko de Autoservicio Ag. Viedma,Kiosco de Autoservicio,Horario.NO,3 173000,Tipo.ATM,SubTipo.KIOSCO,-17.788966892745158,-63.1706326804254,Av. Viedma esq. Calle Saavedra N° 780
8,AGENCIA VIEDMA,Santa Cruz,Horario.NO,(591-3) 317-3000,Tipo.AGENCIA,SubTipo.AGENCIA_NORMAL,-17.78910470445951,-63.171580553054085,Av. Viedma esq. Calle Saavedra Nº780.
8061,ATM: 217 Embol Oruro,Cajero Automático,Horario.SI,800103999,Tipo.ATM,SubTipo.ATM_ESTANDAR,-17.9612054,-67.1043334,"Av. Villarroel entre calles Backovic y Brasil, frente a la Ex terminal."
5607,ATM: 330 Quintanilla,Cajero Automático,Horario.SI,800103999,Tipo.ATM,SubTipo.ATM_ESPECIAL,-17.383444350758776,-66.1106470583242,"Av. Villazón N° 4415, Zona Quintanilla, Municipio de Sacaba."
9,AGENCIA VIRGEN DE COTOCA,Santa Cruz,Horario.NO,(591-3) 317-3000,Tipo.AGENCIA,SubTipo.AGENCIA_NORMAL,-17.77063328955935,-63.122816182591606,"Av. Virgen de Cotoca 6to. Anillo esq. Vía Ferrea, N°10, Zona Pampa de la Isla."
9505,Kiosko de Autoservicio Mapaiso,Kiosko de Autoservicio,Horario.NO,3173000,Tipo.ATM,SubTipo.KIOSCO,-17.76735477534534,-63.114508257147236,Av. Virgen de Cotoca esq. Av Montecristo
1008,ATM: 277 Surtidor Virgen de Cotoca,Cajero Automático,Horario.SI,800-103999,Tipo.ATM,SubTipo.ATM_ESTANDAR,-17.7823055555556,-63.1633833333333,"Av. Virgen de Cotoca esq. Av. Perimetral a 1 cuadra del 2do. Anillo, Instalaciones de Farmacorp."
8740,ATM: 247 Hipermaxi Pampa de la Isla,Cajero Automático,Horario.SI,800103999,Tipo.ATM,SubTipo.ATM_ESTANDAR,-17.7716639,-63.12457010000001,"Av. Virgen de Cotoca, 6to. Anillo, Supermercado Hipermaxi Pampa de la Isla"
8542,ATM: 550 Biopetrol Montecristo,Cajero Automático,Horario.SI,800103999,Tipo.ATM,SubTipo.ATM_ESTANDAR,-17.7667192,-63.11003150000001,"Av. Virgen de Cotoca, 8vo. Anillo, Surtidor Biopetrol"
8552,ATM: 552 Carlos Caballero,Cajero Automático,Horario.SI,800103999,Tipo.ATM,SubTipo.ATM_ESTANDAR,-17.7740517,-63.13073259999999,"Av. Virgen de Cotoca, Mz. 42, Metalúrgica Carlos Caballero S.A."
7764,ATM: 479 Virgen de Cotoca 4to Anillo,Cajero Automático,Horario.SI,800103999,Tipo.ATM,SubTipo.ATM_ESTANDAR,-17.78031004853368,-63.14703014897477,"Av. Virgen de Cotoca, rotonda del 4to. Anillo."
7773,ATM: 484 Virgen de Lujan,Cajero Automático,Horario.SI,800103999,Tipo.ATM,SubTipo.ATM_ESTANDAR,-17.745132633109566,-63.118881137721054,Av. Virgen de Lujan N° 6710 entre 6to. y 7mo. Anillo.
137,ATM: 222 Las Américas,Chuquisaca,Horario.SI,800-103999,Tipo.ATM,SubTipo.ATM_ESTANDAR,-19.0471083333,-65.2458361111,Av. de las Américas N° 222 esq. Calle Ecuador.
5930,ATM: 717 Villa Fátima,Cajero Automático,Horario.SI,800103999,Tipo.ATM,SubTipo.ATM_ESPECIAL,-16.476234829347188,-68.11883512836032,"Av. de las Américas N°520, Zona Villa Fátima."
5620,ATM: 706 Alto Obrajes,Cajero Automático,Horario.SI,800103999,Tipo.ATM,SubTipo.ATM_ESTANDAR,-16.5233492038,-68.1064502,"Av. del Maestro N° 879, entre Calles Hugo Davila y R.P. José Zampa, Zona Alto Obrajes Sector B."
5182,KIOSCO SMART MADRE INDIA,KIOSCO,Horario.SI,800103999,Tipo.ATM,SubTipo.KIOSCO,-17.7978524734,-63.1746823962,"Av. el Trompillo, esquina Avenida Argentina, 2do. Anillo."
8676,ATM: 240 IC Norte Busch,Cajero Automático,Horario.SI,800103999,Tipo.ATM,SubTipo.ATM_ESTANDAR,-17.772968422937026,-63.203623430865235,"Av.Busch, entre 3er. Anillo Interno y Av. Marcelo Terceros Bánzer, Supermercado IC Norte"
160,ATM: 315 Melchor Perez de Olguin,Cajero Automático,Horario.SI,800-103999,Tipo.ATM,SubTipo.ATM_ESTANDAR,-17.371225,-66.1759138889,Av.Melchor Perez de Olguin No. 1322 casi Esquina Av. America.
28,ATM: 138 Agencia Roca y Coronado,Cajero Automático,Horario.SI,800-103999,Tipo.ATM,SubTipo.INFANTIL,-17.7846444444444,-63.1954222222222,"Avenida Roca y Coronado Nº 9, Zona Oeste, Uv 31, Mz 17A."
4361,Kiosco Smart Ag. Ambassador,Maquina dispensadora de Tarjeta de Débito,Horario.SI,800103999,Tipo.ATM,SubTipo.KIOSCO,-17.768330187895494,-63.193727421314975,"Barrio Equipetrol, sobre Av. San Martin."
7761,ATM: 500 Cambódromo 6to Anillo,Cajero Automático,Horario.SI,800103999,Tipo.ATM,SubTipo.ATM_ESPECIAL,-17.74347831954187,-63.14506579413546,"Barrio Melchor Pinto, Av. Prolongación Mutualista N°1820 casi 6to. Anillo, Zona Cambódromo."
8059,ATM: 238 Embol Tarija,Cajero Automático,Horario.SI,800103999,Tipo.ATM,SubTipo.ATM_ESTANDAR,-21.5495412,-64.6966676,"Barrio San Jorge I, Av. Panamericana N° 4030."
7711,ATM: 499 Mercado Primavera,Cajero Automático,Horario.SI,800103999,Tipo.ATM,SubTipo.ATM_ESPECIAL,-17.824121776910474,-63.16574084424481,Cajero Automático
5658,ATM: 709 Automovil Club Calacoto,Cajero Automático,Horario.SI,800109999,Tipo.ATM,SubTipo.ATM_ESTANDAR,-16.53974536982089,-68.08661618018935,"Calacoto, Automovil Club, sobre Av. Ballivian, entre calle 12 y 13."
5603,ATM: 328 Rotonda Perú,Cajero Automático,Horario.SI,800103999,Tipo.ATM,SubTipo.ATM_ESPECIAL,-17.387967181144234,-66.17072548909827,"Cale Perú, Esq. D'orbigni Edificio Mitri N° 869, Zona Hipódromo."
6191,ATM: 730 Calacoto Calle 15,Cajero Automático,Horario.SI,800103999,Tipo.ATM,SubTipo.ATM_ESTANDAR,-16.54064848463731,-68.08387305055663,"Calle 15 de Calacoto , entre Av. Sanchez Bustamante y Av. Julio Patiño"
5947,ATM: 714 Mallasa,Cajero Automático,Horario.SI,800103999,Tipo.ATM,SubTipo.ATM_ESPECIAL,-16.567546605911854,-68.08978870746988,"Calle 2 Mallasa, sobre la carretera a Río Abajo, Zona Mallasa."
114,ATM: 284 Calacoto,Cajero Automático,Horario.SI,800-103999,Tipo.ATM,SubTipo.ATM_ESTANDAR,-16.540075,-68.0777805556,"Calle 21 N° 8215, Zona de Calacoto"
5296,Kiosco Smart San Miguel,Kiosco dispensador de Tarjetas de Débito,Horario.SI,800103999,Tipo.ATM,SubTipo.KIOSCO,-16.543853823729624,-68.07717260726878,"Calle 21 N° 8398, esq., Ignacio Cordero, Zona San Miguel (Sala de Autoservicios)."
6125,ATM: 731 San Miguel II,Cajero Automático,Horario.SI,800103999,Tipo.ATM,SubTipo.INFANTIL,-16.543826232803273,-68.07714288709184,"Calle 21 N° 8398, esquina Calle Ignacio Cordero, Zona San Miguel."
8743,ATM: 421 Mall Norte Montero,Cajero Automático,Horario.SI,800103999,Tipo.ATM,SubTipo.ATM_ESTANDAR,-17.3453561,-63.25323729999999,"Calle 24 de Septiembre, Esq. Calle Mariscal Santa Cruz, Centro Comercial Mall Norte, Montero"
8941,ATM: 365 Embol Cochabamba,Cajero Automático,Horario.SI,800103999,Tipo.ATM,SubTipo.ATM_ESTANDAR,-17.3693249,-66.1445442,"Calle A. Quijarro N° 1982 esq. Av circunvalacion, Instalaciones de EMBOL Cochabamba"
5637,ATM: 705 Irpavi,Cajero Automático,Horario.SI,800103999,Tipo.ATM,SubTipo.ATM_ESTANDAR,-16.5243017452,-68.086959691,"Calle Altamirano N° 6593, esq., Calle 6, Zona Irpavi."
6384,ATM: 349 Recoleta,ATM,Horario.SI,800103999,Tipo.ATM,SubTipo.ATM_ESTANDAR,-17.378098296606368,-66.15257219629517,"Calle Beni, Esq. Calle Recoleta."
9610,Kiosko de Autoservicio Ag. Potosi,Kiosco de Autoservicio,Horario.NO,3 173000,Tipo.ATM,SubTipo.KIOSCO,-19.5875758780944,-65.7525612097997,Calle Bolívar N° 948 esq. calle Sucre
8361,ATM: 800 Agencia Potosí,Cajero Automático,Horario.SI,800103999,Tipo.ATM,SubTipo.ATM_ESPECIAL,-19.5875648,-65.7524388,"Calle Bolívar N° 948, esquina Calle Sucre, Sala de Autoservicios."
7947,OFICINA CENTRAL,Santa Cruz,,(591-3) 3173000,Tipo.AGENCIA,SubTipo.AGENCIA_NORMAL,-17.781973985695743,-63.18343992914241,Calle Bolívar N° 99
8335,AGENCIA POTOSI,AGECNIA FIJA,,(591 2) 317-4150,Tipo.AGENCIA,SubTipo.AGENCIA_NORMAL,-19.5875648,-65.7524388,"Calle Bolívar N°948, Esquina Calle Sucre, Zona Central de la ciudad de Potosi"
9081,ATM Of. Central SCZ II,Cajero Automático,Horario.NO,800103999,Tipo.ATM,SubTipo.ATM_ESPECIAL,-17.782501,-63.180791,Calle Bolívar N°99
9113,ATM Sala Of. Central SCZ III,Cajero Automático,Horario.SI,800103999,Tipo.ATM,SubTipo.ATM_ESPECIAL,-17.782467,-63.180793,Calle Bolívar N°99
9102,ATM Sala Of. Central SCZ II,Cajero Automático,Horario.SI,800103999,Tipo.ATM,SubTipo.ATM_ESPECIAL,-17.782467,-63.180793,Calle Bolívar N°99
9091,ATM Sala Of. Central SCZ I,Cajero Automático,Horario.SI,800103999,Tipo.ATM,SubTipo.ATM_ESTANDAR,-17.782467,-63.180793,Calle Bolívar N°99
9532,Kiosko de Autoservicio Oficina Central III,Kiosco de Autoservicio,Horario.NO,3 173000,Tipo.ATM,SubTipo.KIOSCO,-17.78256838008083,-63.180623617429276,Calle Bolívar N°99
9530,Kiosko de Autoservicio Oficina Central II,Kiosco de Autoservicio,Horario.SI,3 173000,Tipo.ATM,SubTipo.KIOSCO,-17.7825568633501,-63.180610290582,Calle Bolívar N°99
9546,Kiosko de Autoservicio Oficina Central,Kiosco de Autoservicio,Horario.NO,3 173000,Tipo.ATM,SubTipo.KIOSCO,-17.7825568633501,-63.180610290582,Calle Bolívar N°99
9071,ATM Of. Central SCZ I,Cajero Automático,Horario.NO,800103999,Tipo.ATM,SubTipo.ATM_ESPECIAL,-17.782501,-63.180791,Calle Bolívar N°99
9591,Kiosko de Autoservicio Ag. Oruro,Kiosko de Autoservicio,Horario.NO,3173000,Tipo.ATM,SubTipo.KIOSCO,-17.9704688409293,-67.1135306619487,Calle Bolívar esq. Calle Soria Galvarro
138,AGENCIA ORURO,Oruro,Horario.NO,(591-2) 525 9449,Tipo.AGENCIA,SubTipo.AGENCIA_NORMAL,-17.9705203834,-67.1134792037,Calle Bolívar esq. Calle Soria Galvarro.
9040,ATM San Miguel de Velasco,Cajero Automático,Horario.SI,800103999,Tipo.ATM,SubTipo.ATM_ESTANDAR,-16.69840531846353,-60.9674438472908,"Calle Bolívar, frente a la Plaza Principal 29 de Septiembre, San Miguel de Velasco"
6181,ATM: 728 Teleférico Estación Prado,Cajero Automático,Horario.NO,800103999,Tipo.ATM,SubTipo.ATM_ESPECIAL,-16.50070541516824,-68.13236537475727,"Calle Bueno, Estación Prado, Teleférico Celeste."
5934,ATM: 719 Cañada Strongest,Cajero Automático,Horario.SI,800103999,Tipo.ATM,SubTipo.ATM_ESPECIAL,-16.502362495745597,-68.13465676830282,"Calle Cañada Strongest y Calle Nicolas Acosta, Zona San Pedro."
58,ATM: 248 7 Calles,Cajero Automático,Horario.SI,800-103999,Tipo.ATM,SubTipo.ATM_ESTANDAR,-17.7862277777778,-63.1844861111111,"Calle Colon 204, casi esquina Suarez de Figueroa MZ 25, Zona del 7 Calles."
8121,ATM: 248 7 Calles,Cajero Automatico,Horario.SI,800103999,Tipo.ATM,SubTipo.ATM_ESTANDAR,-17.786121276253255,-63.184462678835565,"Calle Colón 204, casi esquina Suárez de Figueroa MZ 25, Zona del 7 Calles"
6376,ATM: 351 Colonial,Cajero Automático,Horario.SI,800103999,Tipo.ATM,SubTipo.ATM_ESTANDAR,-17.4038072,-66.1556428,"Calle Esteban Arce N° 1323, Centro Comercial Colonial."
8646,ATM: 744 Guachalla,Cajero Automático,Horario.SI,800103999,Tipo.ATM,SubTipo.ATM_ESTANDAR,-16.5088043,-68.1289388,"Calle Fernando Guachalla N° 453, entre C. Sanchez Lima y Av. 20 de Octubre, Sopocachi"
8056,ATM: 536 Central Florida III,Cajero Automático,Horario.SI,800103999,Tipo.ATM,SubTipo.ATM_ESTANDAR,-17.782004013763174,-63.18346284068471,Calle Florida N° 64.
8052,ATM: 534 Central Florida,Cajero Automático,Horario.SI,800103999,Tipo.ATM,SubTipo.ATM_ESPECIAL,-17.78197804211269,-63.183430267483295,Calle Florida N° 64.
8054,ATM: 535 Central Florida II,Cajero Automático,Horario.SI,800103999,Tipo.ATM,SubTipo.ATM_ESPECIAL,-17.782001971832514,-63.18345303819773,Calle Florida N° 64.
5961,ATM: 722 Haití,Cajero Automático,Horario.SI,800103999,Tipo.ATM,SubTipo.ATM_ESTANDAR,-16.490966311453345,-68.12283334586819,"Calle Haití entre Calles Guerrilleros Lanza y Trinidad y Tobago, Zona Miraflores"
8432,ATM: 359 Agencia La Cancha II,Cajero Automático,Horario.SI,800103999,Tipo.ATM,SubTipo.ATM_ESPECIAL,-17.4013621,-66.1528208,"Calle Honduras N° 0545, entre Calles San Martin y Lanza."
