ID,NOMBRE,DESCRIPCION,HORARIO,TELEFONO,TIPO,SUB_TIPO,LATITUD,LONGITUD,DIRECCION
6397,ATM: 354 Agencia La Cancha,Cajero Automático,Horario.SI,800103999,Tipo.ATM,SubTipo.ATM_ESPECIAL,-17.401369394438007,-66.15283972253187,"Calle Honduras N° 0545, entre calle San Martin y Lanza, Zona del Mercado La Cancha."
9558,Kiosko de Autoservicio Ag. La Cancha II,Kiosko de Autoservicio,Horario.NO,3173000,Tipo.ATM,SubTipo.KIOSCO,-17.4013908990329,-66.1527616846114,"Calle Honduras N° 0545, entre calle San Martín y Lanza"
9554,Kiosko de Autoservicio Ag. La Cancha,Kiosko de Autoservicio,Horario.NO,3173000,Tipo.ATM,SubTipo.KIOSCO,-17.4013908990329,-66.1527616846114,"Calle Honduras N° 0545, entre calle San Martín yLanza"
148,AGENCIA LA CANCHA,Cochabamba,Horario.NO,(591-4) 417 3000,Tipo.AGENCIA,SubTipo.AGENCIA_NORMAL,-17.401373149834324,-66.15279202846021,"Calle Honduras N°0545, entre Calle San Martín y Lanza, Zona Mercado La Cancha."
6224,ATM: 512 Isabel La Católica,Cajero Automático,Horario.SI,800103999,Tipo.ATM,SubTipo.ATM_ESPECIAL,-17.792174577005934,-63.19031381254687,"Calle Isabel La Católica entre Calles Chiriguanos y Muchirí, Capilla Corazón de Jesús."
150,AGENCIA QUILLACOLLO,Cochabamba,Horario.NO,(591-4) 417 3000,Tipo.AGENCIA,SubTipo.AGENCIA_NORMAL,-17.39513116372177,-66.28044484199896,"Calle Jose Ballivián esq. General Pando, Quillacollo."
6963,ATM: 356 Ag. Quillacollo Sala I,Cajero Automático,Horario.SI,800103999,Tipo.ATM,SubTipo.ATM_ESPECIAL,-17.3951605,-66.2804495,"Calle Jose Ballivián, Esquina General Pando, Quillacollo."
6968,ATM: 357 Ag. Quillacollo Sala II,Cajero Automático,Horario.SI,800103999,Tipo.ATM,SubTipo.ATM_ESTANDAR,-17.3951605,-66.2804495,"Calle Jose Ballivián, Esquina General Pando, Quillacollo."
9587,Kiosko de Autoservicio Of. Quillacollo,Kiosco de Autoservicio,Horario.NO,3173000,Tipo.ATM,SubTipo.KIOSCO,-17.3950798156549,-66.2806656622399,"Calle José Ballivián esq. General Pando, Quillacollo"
9589,Kiosko de Autoservicio Ag. Quillacollo II,Kiosko de Autoservicio Ag. Quillacollo,Horario.NO,3173000,Tipo.ATM,SubTipo.KIOSCO,-17.3950798156549,-66.2806656622399,"Calle José Ballivián esq. General Pando, Quillacollo"
4922,Oficina Externa Gutierrez,Localidad de Gutiérrez.,,(591-3) 317-3000,Tipo.AGENCIA,SubTipo.AGENCIA_NORMAL,-19.4227538563,-63.5300765801,"Calle José Santisteban S/N, Frente a la plaza principal de la Localidad de Gutiérrez."
5598,ATM: 326 El Avión,Cajero Automático,Horario.SI,800103999,Tipo.ATM,SubTipo.ATM_ESPECIAL,-17.41110725783525,-66.16508584353842,"Calle Killman, entre Av. Fuerza Aérea y Av. Aroma N° 8004, Zona Jayhuayco"
5926,ATM: 715 Eloy Salmon,ATM,Horario.SI,800103999,Tipo.ATM,SubTipo.ATM_ESPECIAL,-16.498353783102466,-68.1435227178815,"Calle La Gasca, entre Calles Eloy Salmon y Vicente Ochoa"
9632,Kiosko de Autoservicio Ag. San Ignacio de Velasco,Kiosco de Autoservicio,Horario.NO,3 173000,Tipo.ATM,SubTipo.KIOSCO,-16.37471721129216,-60.95963391989156,"Calle Libertad casi esq. Calle La Paz, Plaza 31 de Julio"
8150,Agencia San Ignacio de Velasco,Agencia,,800103999,Tipo.AGENCIA,SubTipo.AGENCIA_NORMAL,-16.374814,-60.95953069999999,"Calle Libertad, casi Esq. Calle La Paz, Plaza 31 de Julio de San Ignacio, Barrio Casco Viejo, Provincia Velasco"
8162,ATM: 541 San Ignacio de Velasco,Cajero Automático,Horario.SI,800103999,Tipo.ATM,SubTipo.ATM_ESPECIAL,-16.374814,-60.95953069999999,"Calle Libertad, casi Esq. Calle La Paz, Plaza 31 de Julio de San Ignacio, Barrio Casco Viejo, Provincia Velasco"
9570,Kiosko de Autoservicio Ag. Riberalta,Kiosko de Autoservicio,Horario.NO,3173000,Tipo.ATM,SubTipo.KIOSCO,-10.9981472578981,-66.0744341294507,Calle Nicolás Suárez N° 483 esq. Acera Sur de la Plaza 3 de Febrero
125,AGENCIA RIBERALTA,Beni,Horario.NO,(591-3) 852-4411,Tipo.AGENCIA,SubTipo.AGENCIA_NORMAL,-10.9982833333,-66.074425,Calle Nicolás Suárez N°483 esq. acera sur Plaza 3 de Febrero.
6026,ATM: 907 Ag. Riberalta II,Cajero Automático,Horario.SI,800103999,Tipo.ATM,SubTipo.ATM_ESPECIAL,-10.9982027777778,-66.0744833333333,"Calle Nicolás Súarez Nº 483, Esq. Plaza 3 de Febrero"
6024,ATM: 902 Ag. Riberalta I,Cajero Automático,Horario.SI,800103999,Tipo.ATM,SubTipo.ATM_ESPECIAL,-10.9982861111111,-66.0744222222222,"Calle Nicolás Súarez Nº 483, Esq. Plaza 3 de Febrero"
5908,ATM: 334 Pasteur,Cajero Automático,Horario.SI,800103999,Tipo.ATM,SubTipo.ATM_ESTANDAR,-17.391667735648163,-66.14880895304196,Calle Pasteur N° 991 casi esquina Bolivar.
6173,ATM: 733 Sagarnaga,Cajero Automático,Horario.SI,800103999,Tipo.ATM,SubTipo.ATM_ESPECIAL,-16.497887634700813,-68.13901764992383,Calle Sagarnaga entre Calles Linares y Av. Illampu.
5938,ATM: 721 Socabaya,Cajero Automático,Horario.SI,800103999,Tipo.ATM,SubTipo.ATM_ESPECIAL,-16.496749816220138,-68.13469765453208,Calle Socabaya entre calles Mercado y Potosí.
139,ATM: 210 Agencia Oruro,Cajero Automático,Horario.SI,800-103999,Tipo.ATM,SubTipo.ATM_ESPECIAL,-17.970678333669266,-67.11357452445013,"Calle Soria Galvarro, entre Calles Bolívar y Sucre."
8648,ATM: 745 Calle Sucre,Cajero Automático,Horario.SI,800103999,Tipo.ATM,SubTipo.ATM_ESTANDAR,-16.494168,-68.1319232,Calle Sucre esq. Calle Bolivar N° 194
8658,ATM: 574 Samaipata II,Cajero Automático,Horario.SI,800103999,Tipo.ATM,SubTipo.ATM_ESTANDAR,-18.1802023,-63.8758512,"Calle Sucre, Frente a la Plaza Principal de Samaipata, Almacén Alba"
8770,ATM: 573 Samaipata I,Cajero Automático,Horario.SI,800103999,Tipo.ATM,SubTipo.ATM_ESTANDAR,-18.1802023,-63.8758512,"Calle Sucre, Frente a la Plaza Principal de Samaipata, Almacén Alba"
6577,ATM: 214 COTEOR,Cajero Automático,Horario.SI,800103999,Tipo.ATM,SubTipo.ATM_ESTANDAR,-17.967956764858847,-67.10418142939567,Calle Tejerina entre calles Caro y Montecinos (Edificio COTEOR Redes)
5700,ATM: 712 Plaza España,Cajero Automatico,Horario.SI,800103999,Tipo.ATM,SubTipo.ATM_ESTANDAR,-16.514029829243484,-68.12905014092848,"Calle Victor Sanjinez N° 2654, entre Calle Barrios y Gregorio Reynolds"
9518,Kiosko de Autoservicio Ag. Virgen de Cotoca,Kiosco de Autoservicio,Horario.NO,3 173000,Tipo.ATM,SubTipo.KIOSCO,-17.770494988930462,-63.12236218082548,"Carretera Av. Virgen de Cotoca, 6to. Anillo esq. Vía Férrea N° 10"
8939,ATM: 802 Embol Potosí,Cajero Automático,Horario.SI,800103999,Tipo.ATM,SubTipo.ATM_ESTANDAR,-19.557653,-65.73648299999999,"Carretera a Karachipampa S/N, Villa Imperial Porosi, Instalaciones de EMBOL Karachipampa"
6372,ATM: 353 Vinto,Cajero Automático,Horario.SI,800103999,Tipo.ATM,SubTipo.ATM_ESTANDAR,-17.3962496,-66.3150175,"Carretera a Oruro Km. 16, Municipio de Vinto, Provincia Quillacollo,"
8650,ATM: 746 Terminal El Alto,Cajero Automático,Horario.SI,800103999,Tipo.ATM,SubTipo.ATM_ESPECIAL,-16.5192836,-68.1762452,"Carretera a Viacha, Av. Ladislao Cabrera, entre Av. Panamericana y C. 17 de Febrero, El Alto"
59,ATM: 249 Comercial Cañoto,Cajero Automático,Horario.SI,800-103999,Tipo.ATM,SubTipo.ATM_ESTANDAR,-17.7809388888889,-63.1891222222222,"Centro Comercial Cañoto, sobre la circunvalación Cañoto, entrada del parqueo, 1er anillo, Uv. 12 Mz. 21."
110,ATM: 179 Megacenter,Cajero Automático,Horario.NO,800-103999,Tipo.ATM,SubTipo.ATM_ESTANDAR,-16.5321055556,-68.0870777778,Centro Recreacional Megacenter - Av. Rafael Pabon
5574,ATM: 470 Clínica San Prudencio,Cajero Automático,Horario.SI,800103999,Tipo.ATM,SubTipo.ATM_ESPECIAL,-17.8278504205775,-63.22598216397188,"Clínica San Prudencio, Doble Vía la Guardia km 6."
56,ATM: 244 Agencia Okinawa,Cajero Automático,Horario.SI,800-103999,Tipo.ATM,SubTipo.ATM_ESTANDAR,-17.22161552700483,-62.90271809610091,"Colonia Okinawa N 1, Calle Riukiu s/n Carretera Principal, Planta Industrial CAICO LTDA. UV1, Mz24"
16,AGENCIA OKINAWA,Santa Cruz,Horario.NO,(591-3) 317-3000,Tipo.AGENCIA,SubTipo.AGENCIA_NORMAL,-17.22163321632982,-62.90269017591465,"Colonia Okinawa N°1, Calle Riukiu S/N Carretera Principal, Planta Industrial CAICO LTDA."
8540,ATM: 549 Biopetrol Berea,Cajero Automático,Horario.SI,800103999,Tipo.ATM,SubTipo.ATM_ESTANDAR,-17.8379689,-63.2381912,"Doble Vía La Guardia, Esq. 8vo. Anillo, Surtidor Biopetrol"
9608,Kiosko de Autoservicio Multicine El Alto,Kiosco de Autoservicio,Horario.NO,3 173000,Tipo.ATM,SubTipo.KIOSCO,-16.491408944082927,-68.20366555443661,"Edificio Multicine El Alto, Av. Juan Pablo II"
9606,Kiosko de Autoservicio Multicine La Paz,Kiosco de Autoservicio,Horario.NO,3 173000,Tipo.ATM,SubTipo.KIOSCO,-16.5106875617567,-68.1221948090621,Edificio Multicine La Paz Av. Arce N° 2631
5622,ATM: 708 Calle 3 Obrajes,Cajero Automático,Horario.SI,800103999,Tipo.ATM,SubTipo.ATM_ESTANDAR,-16.524192596879036,-68.11167627089101,"Edificio Titanium de la Av. Hernando Siles, entre las Calles 3 y 4, Zona Obrajes."
112,ATM: 282 Plaza Abaroa,Cajero Automático,Horario.SI,800-103999,Tipo.ATM,SubTipo.ATM_ESTANDAR,-16.5103,-68.1261638889,"Edificio Topater N° 2473 Av. 20 de Octubre entre Belisario Salinas y Pedro Salazar, Zona de la Plaza Abaroa."
103,ATM: 177 Aeropuerto El Alto,Cajero Automático,Horario.SI,800-103999,Tipo.ATM,SubTipo.ATM_ESTANDAR,-16.5091861111,-68.1768805556,En Instalacioens del Aeropuerto El Alto
70,ATM: 267 Fidalga Cotoca,Santa Cruz,Horario.SI,800-103999,Tipo.ATM,SubTipo.ATM_ESTANDAR,-17.7656138889,-63.1045027778,"En el Interior del Supermercado Fidalga, ubicado en el Km 5 de la Carretera a Cotoca, Esquina Urbanizacion Espiritu Santo"
72,ATM: 269 Comercial URUBO,Cajero Automático,Horario.SI,800-103999,Tipo.ATM,SubTipo.ATM_ESTANDAR,-17.7490666666667,-63.2153138888889,"Espacio N° 7, Local Comercial N° 7 de Instalaciones de Plaza Comercial Urubó de la Colina del Urubó. Localidad Porongo."
132,ATM: 196 Av. 6 de Agosto BE,Cajero Automático,Horario.SI,800-103999,Tipo.ATM,SubTipo.ATM_ESTANDAR,-14.8351,-64.9096916667,"Esquina de la Av. 6 de Agosto y Calle Tarija, Zona San Vicente de la ciudad de Trinidad."
7767,ATM: 482 Santos Dumont 6to Anillo,Cajero Automático,Horario.SI,800103999,Tipo.ATM,SubTipo.ATM_ESTANDAR,-17.844910961234447,-63.18154308284222,"Farmacias Hipermaxi, Av. Santos Dumont, 6to. Anillo"
7770,ATM: 483 Urb. España,Cajero Automático,Horario.SI,800103999,Tipo.ATM,SubTipo.ATM_ESTANDAR,-17.84135023875305,-63.1956143190574,"Farmacias Hipermaxi, Av. Urbanización España, 6to. Anillo"
5928,ATM: 716 La Florida,Cajero Automático,Horario.SI,800103999,Tipo.ATM,SubTipo.ATM_ESPECIAL,-16.545073458335636,-68.09134024325209,"Hotel Los Sauces de la Av. Arequipa, Zona La Florida."
4232,ATM: 438 Auto Ag. El Cristo,Cajero Automático,Horario.SI,800103999,Tipo.ATM,SubTipo.ATM_L,-17.771594991538628,-63.18291458012743,IIinstalaciones de la Agencia El Cristo de la Av. Monseñor Rivero Esquina Fortín Arce.
51,ATM: 134 EUROENVIOS,Cajero Automático,Horario.SI,800-103999,Tipo.ATM,SubTipo.ATM_ESTANDAR,-17.7786277777778,-63.1886833333333,"Inst. Euroenvios, Av. Cañoto Nº 476, 1er Anillo, Frente a la Clínica Niño Jesús, lado Farmacia Santa María."
18,AGENCIA PAILÓN,Santa Cruz,Horario.NO,(591-3) 317-3000,Tipo.AGENCIA,SubTipo.AGENCIA_NORMAL,-17.65927558444497,-62.72021810333989,"Instalaciones Asociación de Ganaderos de Pailón, Plaza 13 de Mayo acera oeste, frente a la Plaza Principal de Pailón."
3889,ATM: 431 Agencia Norte I,Cajero Automático,Horario.SI,800103999,Tipo.ATM,SubTipo.INFANTIL,-17.755752942058848,-63.17769342303535,"Instalaciones de Agencia Av. Cristo Redentor esq. Calle Monteniche, Uv-62, Mz-11, entre 3er y 4to. Anillo."
146,ATM: 233 FARMACORP Tarija,Cajero AutomáticoTarija,Horario.SI,800-103999,Tipo.ATM,SubTipo.ATM_ESTANDAR,-21.541,-64.7243666666667,"Instalaciones de Farmacorp, Av. Jaime Paz Zamora Esq. Eulogio Ruiz, Zona Villa Fátima frente a la terminal de buses."
619,ATM: 408 Depositario Agencia Blacutt,Cajero Automático,Horario.SI,800-103999.,Tipo.ATM,SubTipo.ATM_ESPECIAL,-17.79500038956295,-63.18077295622082,Instalaciones de la Agencia Blacutt ubicada en Av. Velarde Esq. Andrés Manso Nº 200.
3217,ATM: 429 Agencia Villa 1ro de Mayo II,Cajero Automático,Horario.SI,800103999,Tipo.ATM,SubTipo.ATM_ESTANDAR,-17.794990233455522,-63.13528275743272,"Instalaciones de la Agencia Villa 1ro de Mayo, ubicada en Plaza Villa 1ro de Mayo, Calle 5 Oeste s/n,"
3221,ATM: 428 Agencia Villa 1ro de Mayo I,Cajero Automático,Horario.SI,800103999,Tipo.ATM,SubTipo.ATM_ESPECIAL,-17.794909147692387,-63.13528434999432,"Instalaciones de la Agencia Villa 1ro de Mayo, ubicada en Plaza Villa 1ro de Mayo, Calle 5 Oeste s/n,"
77,ATM: 273 Agencia PAILON,Cajero Automático,Horario.SI,800-103999,Tipo.ATM,SubTipo.ATM_ESPECIAL,-17.6592954189373,63.720188754214156,"Instalaciones de la Asociacion de Ganaderos de Pailon, Plaza 13 de Mayo, Acera Oeste, Frente a la plaza principal de Pailon."
8091,ATM: 539 Agencia Pailon II,Cajero Automático,Horario.SI,800-103999,Tipo.ATM,SubTipo.ATM_ESPECIAL,-17.6593142,-62.720267,"Instalaciones de la Asociación de Ganaderos de Pailón, Plaza 13 de Mayo, Acera Oeste, Frente a la plaza principal de Pailón."
7173,ATM: 478 EMBOL,Cajero Automático,Horario.SI,800103999,Tipo.ATM,SubTipo.ATM_ESTANDAR,-17.76795971097296,-63.147318187210196,"Instalaciones de la Empresa Embol S.A., Parque Industrial PI, Jaime Mendoza 27, Cuarto Anillo Entre Av. Paragua y Canal Cotoca"
68,ATM: 265 Terminal SCZ,Cajero Automático,Horario.SI,800-103999,Tipo.ATM,SubTipo.ATM_ESTANDAR,-17.789510273608677,-63.16211620024554,"Instalaciones de la Terminal Bimodal de SCZ, sobre el enmallado de la Av. Intermodal."
7801,ATM: 462 Universidad NUR,Cajero Automático,Horario.SI,800103999,Tipo.ATM,SubTipo.ATM_ESPECIAL,-17.769041502075403,-63.182809054596326,"Instalaciones de la Universidad NUR, de la Avenida Cristo Redentor, N°100."
4592,ATM: 442 Depositario UPDS,Cajero Automático,Horario.SI,800103999,Tipo.ATM,SubTipo.ATM_ESPECIAL,-17.758179259177385,-63.174233126194736,"Instalaciones de la Universidad Privada Domingo Savio (UPDS) de la Av. Beni, esquina 3er anillo externo."
5030,ATM: 457 Depositario UDABOL,Cajero Automático,Horario.SI,800103999,Tipo.ATM,SubTipo.ATM_ESPECIAL,-17.768764412055322,-63.20134221270828,"Instalaciones de la Universidad UDABOL, 3er Anillo Interno, Esq. Radial 23"
161,ATM: 316 Aeropuerto Cbba.,Cajero Automático,Horario.SI,800-103999,Tipo.ATM,SubTipo.ATM_ESTANDAR,-17.4141972222,-66.1786944444,"Instalaciones del Aeropuerto Jorge Wilstermann, Av. Killman s/n."
2456,ATM: 405 Depositario Las Brisas,Cajero Automático,Horario.SI,800-103999.,Tipo.ATM,SubTipo.ATM_ESPECIAL,-17.749524716117257,-63.17644058421399,"Instalaciones del Centro Comercial Las Brisas, con acceso por el ingreso principal del 4to. Anillo, Sector N° 2. Av. Cristo Redentor."
2452,ATM: 421 Mall Montero,Cajero Automático,Horario.SI,800-103999,Tipo.ATM,SubTipo.ATM_ESTANDAR,-17.345361982624446,-63.2532563681915,"Instalaciones del Centro Comercial Mall Norte, Calle 24 de Septiembre, esq. Mariscal Santa Cruz, Montero."
9612,Kiosko de Autoservicio Ag. Ventura Mall,Kiosco de Autoservicio,Horario.NO,3 173000,Tipo.ATM,SubTipo.KIOSCO,-17.75420817448223,-63.19986196184444,"Instalaciones del Centro Comercial Ventura Mall, 4to Anillo casi esq. Av. Equipetrol, Nivel 2, Locales 2-4,5 y 6"
8908,ATM: 577 Agencia Ventura Mall II,Cajero Automático,Horario.NO,800103999,Tipo.ATM,SubTipo.ATM_ESTANDAR,-17.7543142,-63.1991291,"Instalaciones del Centro Comercial Ventura Mall, 4to Anillo, casi esq. Av. Equipetrol, Nivel 2, Local N° 6"
8906,ATM: 576 Agencia Ventura Mall I,Cajero Automático,Horario.NO,800103999,Tipo.ATM,SubTipo.ATM_ESPECIAL,-17.754275883050585,-63.19911837116395,"Instalaciones del Centro Comercial Ventura Mall, 4to Anillo, casi esq. Av. Equipetrol, Nivel 2, Local N° 6"
8899,Agencia Ventura Mall,Agencia Fija},,800103999,Tipo.AGENCIA,SubTipo.AGENCIA_NORMAL,-17.754292487063008,-63.19913178220902,"Instalaciones del Centro Comercial Ventura Mall, 4to Anillo, casi esq. Av. Equipetrol, Nivel 2, Locales N° N2-4,5 y 6"
9614,Kiosko de Autoservicio Ag. Ventura Mall II,Kiosco de Autoservicio,Horario.NO,3 173000,Tipo.ATM,SubTipo.KIOSCO,-17.753621466944033,-63.19916041553713,"Instalaciones del Centro Comercial Ventura Mall, planta baja"
8147,ATM: 164 Club deTenis SCZ,Cajero Autómatico,Horario.SI,800103999,Tipo.ATM,SubTipo.ATM_ESTANDAR,-17.7820819,-63.19821949999999,"Instalaciones del Club de Tenis Santa Cruz, Calle Bibosi N° 2120."
5144,ATM: 458 San Rafael de Velasco,Cajero Automático,Horario.SI,800103999,Tipo.ATM,SubTipo.ATM_ESTANDAR,-16.787254914909628,-60.67501782134323,"Instalaciones del Gobierno Municipal de San Rafael de Velasco, sobre la plaza principal 24 de Octubre, s/n."
4912,Oficina Externa San Rafael,"San Rafael de Velasco, Santa Cruz",,(591-3) 317-3000,Tipo.AGENCIA,SubTipo.AGENCIA_NORMAL,-16.78736533472249,-60.675068783314494,"Instalaciones del Gobierno Municipal de San Rafael de Velasco, sobre la plaza principal 24 de Octubre, s/n."
6278,ATM: 514 Ingenio Guabirá,Cajero Automático,Horario.SI,800103999,Tipo.ATM,SubTipo.ATM_ESTANDAR,-17.315701383571934,-63.26290344424972,"Instalaciones del Ingenio Azucarero Guabirá, Carretera a Saavedra, Municipio de Montero."
71,ATM: 268 HOT BURGER,Cajero Automático,Horario.SI,800-103999,Tipo.ATM,SubTipo.ATM_ESTANDAR,-17.7575944444444,-63.1660305555556,"Instalaciones del Parqueo de la Hot Burger, Av. Alemana N?3120, Casi Esquina Calle Salvatierra, entre 3er y 4to anillo."
157,ATM: 312 Shopping Sofer,Cajero Automático,Horario.SI,800-103999,Tipo.ATM,SubTipo.ATM_ESTANDAR,-17.3846555555556,-66.1511416666667,"Instalaciones del Shopping Sofer, Av. Oquendo Nro. 654."
5241,ATM: 446 Fidalga Norte,Cajero Automático,Horario.SI,800103999,Tipo.ATM,SubTipo.ATM_ESTANDAR,-17.758614785184214,-63.17813708141591,"Instalaciones del Supermercado Fidalga de la Av. Cristo Redentor entre 3er anillo interno y 3er anillo externo,"
122,ATM: 293 Hipermaxi Obrajes,Cajero Automático,Horario.SI,800-103999,Tipo.ATM,SubTipo.ATM_ESTANDAR,-16.5282888889,-68.1032611111,"Instalaciones del Supermercado Hipermaxi de la Av. 14 de Septiembre N° 6020, entre calles 14 y 15, Zona Obrajes."
64,ATM: 257 Hipermaxi Pirai,Cajero Automático,Horario.SI,800-103999,Tipo.ATM,SubTipo.ATM_ESTANDAR,-17.789860922137297,-63.19490458631158,"Instalaciones del Supermercado Hipermaxi, 2do anillo y Av. Pirai."
115,ATM: 285 Hipermaxi El Alto,Cajero Automático,Horario.NO,800-103999,Tipo.ATM,SubTipo.ATM_ESTANDAR,-16.5273055556,-68.1485055556,"Instalaciones del Supermercado Hipermaxi, Av. Alfredo Sanjines N? 500, entre la Av. del Policia y Calle B Ciudad Satelite, de la Ciudad de El Alto."
158,ATM: 313 Hipermaxi Juan de la Rosa Cbba.,Cajero Automático,Horario.SI,800-103999,Tipo.ATM,SubTipo.ATM_ESTANDAR,-17.3764361111,-66.1728027778,"Instalaciones del Supermercado Hipermaxi, Av. Juan de la Rosa Esq. Gabriel Rene Moreno."
121,ATM: 292 Hipermaxi Achumani,Cajero Automático,Horario.SI,800-103999,Tipo.ATM,SubTipo.ATM_ESTANDAR,-16.51875405765389,-68.06226368528847,"Instalaciones del Supermercado Hipermaxi, Av. The Strongest N°100, Av. A Calle B ( Amapolas) Zona Achumani."
5647,ATM: 324 Monseñor R. Nicoli,Cajero Automático,Horario.SI,800103999,Tipo.ATM,SubTipo.ATM_ESPECIAL,-17.4003756156,-66.0490416239,"Instalaciones del Supermercado PRIX, Av. Monseñor Roberto Nicoli, ingreso al Municipio de Sacaba."
131,ATM: 195 Supermercado Trinidad,Cajero Automático,Horario.SI,800-103999,Tipo.ATM,SubTipo.ATM_ESTANDAR,-14.8244916667,-64.9006444444,"Instalaciones del Supermercado Trinidad, Av. Comunidad Economica Europea"
15,AGENCIA MINERO,Santa Cruz,Horario.NO,(591-3) 317-3000,Tipo.AGENCIA,SubTipo.AGENCIA_NORMAL,-17.123948902498018,-63.2310471021612,"Instalaciones del Supermercado Unión Norte, Av. Santa Cruz entre Calle Avaroa y Calle Murillo."
4230,ATM: 439 Ag. Roca y Coronado,Cajero Automático,Horario.SI,800103999,Tipo.ATM,SubTipo.ATM_L,-17.784669063901813,-63.19563313065635,Instalaciones del auto atm de la Agencia Roca y Coronado de la Av. Roca y Coronado Nº 9.
73,ATM: 271 Ventura Mall I Depositario,Cajero Automático,Horario.NO,800-103999.,Tipo.ATM,SubTipo.ATM_ESPECIAL,-17.75483844224445,-63.199602774635984,"Intalaciones del Centro Comercial Ventura Mall, 4to Anillo, casi esq. Av. Equipetrol, Espacio N? 6, Local PB-39 de la planta baja."
